0,0,0,0,0,0,0,0.05337243,172.974,23.755953125,0
0.25,0.002223819,-1.194407E-05,0,-6.369052E-05,-0.01185819,0.01185836,0.0511658,172.974,15.6225673828125,2.82429662079626E-05
0.5,0.008803336,-4.714848E-05,0,-0.0001028347,-0.01927339,0.01927366,0.05082145,171.972015625,15.355248046875,0.000111804198750936
0.75,0.01852035,-9.903643E-05,0,-0.0001433073,-0.0267755,0.02677589,0.05056567,171.3509375,15.0335087890625,0.000235212293560202
1,0.03139583,-0.0001679324,0,-0.0001837495,-0.03424628,0.03424678,0.05030495,170.726828125,14.6966162109375,0.000398733565838833
1.25,0.04741542,-0.000253787,0,-0.000224247,-0.04167808,0.04167869,0.05004746,170.109609375,14.364736328125,0.000602185701563905
1.5,0.06656288,-0.0003565609,0,-0.0002647998,-0.04907198,0.04907269,0.04979311,169.499828125,14.03695703125,0.000845362328925895
1.75,0.08882228,-0.000476204,0,-0.0003054212,-0.05642843,0.05642926,0.04954183,168.89734375,13.7132021484375,0.00112806142875317
2,0.1141779,-0.0006126571,0,-0.0003461156,-0.06374789,0.06374883,0.04929357,168.302046875,13.393408203125,0.00145008367861713
2.25,0.1426143,-0.0007658516,0,-0.0003868957,-0.0710308,0.07103185,0.04904829,167.71384375,13.0775166015625,0.00181123197971942
2.5,0.1741162,-0.0009357102,0,-0.0004277648,-0.0782776,0.07827877,0.04880596,167.13265625,12.765455078125,0.0022113116934483
2.75,0.2086682,-0.001122146,0,-0.0004687367,-0.08548872,0.08549001,0.04856652,166.55834375,12.4571806640625,0.00265013026288841
3,0.2462556,-0.001325063,0,-0.0005098162,-0.09266459,0.09266599,0.04832994,165.990859375,12.1526279296875,0.00312749787517874
3.25,0.2868635,-0.001544358,0,-0.0005510143,-0.09980563,0.09980715,0.04809617,165.4300625,11.851740234375,0.00364322642066438
3.5,0.3304773,-0.001779917,0,-0.0005923354,-0.1069122,0.1069139,0.04786518,164.87590625,11.554470703125,0.00419713138534782
3.75,0.3770826,-0.002031619,0,-0.0006337925,-0.1139849,0.1139866,0.04763693,164.32828125,11.260755859375,0.00478902844447668
4,0.4266651,-0.002299333,359.9889,-0.0006753912,-0.1210238,0.1210257,0.04741138,163.787109375,10.970544921875,0.00541873630122058
4.25,0.4792107,-0.002582947,359.9875,-0.0007171378,-0.1280296,0.1280316,0.04718849,163.25228125,10.68379296875,0.00608607668667116
4.5,0.5347055,-0.002882314,359.9861,-0.0007590392,-0.1350026,0.1350047,0.04696823,162.72375,10.400435546875,0.00679087133192005
4.75,0.5931357,-0.00319728,359.9846,-0.0008011018,-0.1419432,0.1419454,0.04675056,162.20140625,10.12043359375,0.00753294764541266
5,0.6544877,-0.003527683,359.983,-0.0008433369,-0.1488516,0.148854,0.04653544,161.68515625,9.84373828125,0.00831213114314313
5.25,0.718748,-0.003873385,359.9813,-0.0008857511,-0.1557284,0.155731,0.04632285,161.174984375,9.570287109375,0.00912825074751788
5.5,0.7859035,-0.004234207,359.9796,-0.0009283454,-0.1625739,0.1625766,0.04611274,160.670734375,9.300052734375,0.00998113916584584
5.75,0.8559409,-0.004609966,359.9778,-0.0009711326,-0.1693885,0.1693913,0.04590507,160.172359375,9.032974609375,0.0108706291054359
6,0.9288473,-0.005000502,359.9759,-0.001014119,-0.1761725,0.1761754,0.04569984,159.6798125,8.7690126953125,0.0117965555445385
6.25,1.00461,-0.005405619,359.9739,-0.001057309,-0.1829263,0.1829293,0.04549699,159.192984375,8.5081181640625,0.0127587549753652
6.5,1.083216,-0.005825108,359.9719,-0.001100711,-0.1896502,0.1896534,0.04529649,158.7118125,8.2502509765625,0.0137570669180492
6.75,1.164653,-0.006258793,359.9698,-0.00114433,-0.1963446,0.1963479,0.04509832,158.23625,7.9953681640625,0.0147913339206462
7,1.248908,-0.006706454,359.9676,-0.001188172,-0.2030097,0.2030132,0.04490244,157.76615625,7.74342333984375,0.0158613970172505
7.25,1.33597,-0.007167904,359.9654,-0.001232247,-0.2096461,0.2096497,0.04470883,157.30153125,7.49437744140625,0.0169671002698786
7.5,1.425826,-0.007642908,359.9631,-0.001276556,-0.2162539,0.2162577,0.04451745,156.842296875,7.24819189453125,0.018108290768469
7.75,1.518465,-0.008131268,359.9607,-0.00132111,-0.2228335,0.2228375,0.04432828,156.388359375,7.004828125,0.0192848171169212
8,1.613873,-0.008632737,359.9583,-0.001365911,-0.2293853,0.2293894,0.04414128,155.939671875,6.76423388671875,0.0204965279191346
8.25,1.712041,-0.009147107,359.9558,-0.001410968,-0.2359096,0.2359138,0.04395644,155.49615625,6.52638720703125,0.0217432748069308
8.5,1.812956,-0.009674114,359.9532,-0.001456283,-0.2424066,0.242411,0.04377371,155.057765625,6.29124169921875,0.0230249124400532
8.75,1.916606,-0.01021354,359.9506,-0.001501866,-0.2488767,0.2488812,0.04359307,154.62440625,6.05875927734375,0.0243412939642843
9,2.022981,-0.01076511,359.9478,-0.001547719,-0.2553202,0.2553249,0.04341451,154.196078125,5.82890576171875,0.0256922785812506
9.25,2.13207,-0.0113286,359.9451,-0.001593852,-0.2617374,0.2617423,0.043238,153.7726875,5.60164990234375,0.0270777224646567
9.5,2.24386,-0.01190372,359.9422,-0.001640269,-0.2681286,0.2681336,0.04306348,153.354140625,5.3769462890625,0.028497484816129
9.75,2.358343,-0.01249022,359.9393,-0.001686977,-0.2744941,0.2744993,0.04289097,152.940421875,5.1547666015625,0.0299514324070991
10,2.475505,-0.01308787,359.9363,-0.001733977,-0.2808342,0.2808396,0.04272042,152.53146875,4.935080078125,0.0314394198973106
