0,15.375
37.34105,49.02099
74.79062,82.54598
112.3499,115.9498
150.0174,149.2297
187.7942,182.3856
225.6809,215.4166
263.6773,248.3212
301.7832,281.0981
339.9998,313.7469
378.3263,346.2657
416.7639,378.6542
455.3117,410.9104
493.9703,443.0334
532.7409,475.023
571.6219,506.8766
610.6146,538.5939
649.7188,570.1734
688.9351,601.6143
728.2632,632.9153
767.7033,664.0748
807.2551,695.0915
846.9197,725.965
886.6959,756.693
926.5854,787.2755
966.587,817.7102
1006.702,847.9967
1046.929,878.1331
1087.269,908.1181
1127.721,937.9507
1168.287,967.6298
1208.966,997.1537
1249.757,1026.521
1290.662,1055.732
1331.68,1084.783
1372.811,1113.674
1414.055,1142.403
1455.411,1170.97
1496.881,1199.372
1538.463,1227.608
1580.159,1255.678
1621.967,1283.58
1663.888,1311.312
1705.922,1338.872
1748.068,1366.26
1790.327,1393.475
1832.698,1420.514
1875.181,1447.377
1917.776,1474.062
1960.483,1500.567
2003.302,1526.891
2046.232,1553.034
2089.273,1578.992
2132.426,1604.766
2175.69,1630.353
2219.064,1655.751
2262.548,1680.961
2306.143,1705.98
2349.847,1730.806
2393.661,1755.439
2437.584,1779.876
2481.616,1804.117
2525.756,1828.159
2570.005,1852.002
2614.361,1875.644
2658.825,1899.084
2703.396,1922.319
2748.073,1945.349
2792.856,1968.172
2837.745,1990.787
2882.739,2013.191
2927.837,2035.385
2973.04,2057.365
3018.346,2079.131
3063.755,2100.681
3109.267,2122.015
3154.881,2143.129
3200.595,2164.023
3246.411,2184.696
3292.326,2205.145
3338.342,2225.37
3384.455,2245.369
3430.667,2265.14
3476.976,2284.683
3523.381,2303.995,"<-End Segment 1"
3523.381,2303.995
3569.181,2322.448
3615.305,2340.078
3661.741,2356.868
3708.477,2372.801
3755.502,2387.861
3802.803,2402.031
3850.366,2415.298
3898.175,2427.646
3946.215,2439.06
3994.47,2449.529
4042.924,2459.04
4091.557,2467.581
4140.353,2475.142
4189.291,2481.714
4238.353,2487.29
4287.519,2491.861
4336.768,2495.422
4386.08,2497.969
4435.434,2499.499
4484.809,2500.009
6500.16,2500.009,"<-End Segment 2"
