0,15.375
34.75607,50.76812
69.61168,86.06435
104.566,121.2617
139.6203,156.3604
174.7739,191.3584
210.028,226.256
245.3826,261.0519
280.8375,295.7449
316.394,330.3351
352.0513,364.8205
387.8101,399.2005
423.6708,433.4747
459.6335,467.6417
495.6979,501.7001
531.8654,535.6503
568.1357,569.4907
604.509,603.2201
640.9857,636.838
677.5656,670.3429
714.2494,703.7343
751.037,737.0109
787.929,770.1721
824.9251,803.2165
862.0268,836.144
899.2324,868.9523
936.5434,901.6411
973.9602,934.2098
1011.482,966.6566
1049.11,998.9807
1086.843,1031.181
1124.682,1063.257
1162.628,1095.207
1200.68,1127.03
1238.839,1158.725
1277.105,1190.291
1315.478,1221.727
1353.957,1253.032
1392.544,1284.205
1431.239,1315.245
1470.04,1346.149
1508.95,1376.918
1547.967,1407.551
1587.092,1438.046
1626.325,1468.401
1665.666,1498.617
1705.115,1528.691
1744.672,1558.622
1784.338,1588.41
1824.112,1618.053
1863.994,1647.55
1903.985,1676.9
1944.085,1706.101
1984.293,1735.153
2024.61,1764.054
2065.035,1792.802
2105.569,1821.398
2146.211,1849.838
2186.962,1878.123
2227.822,1906.251
2268.791,1934.221
2309.867,1962.03
2351.052,1989.68,"<-End Segment 1"
2351.052,1989.68
2392.359,2016.886
2434.038,2043.518
2476.088,2069.561
2518.507,2094.998
2561.292,2119.814
2604.441,2143.992
2647.95,2167.516
2691.815,2190.371
2736.03,2212.539
2780.591,2234.003
2825.492,2254.749
2870.725,2274.759
2916.283,2294.017
2962.158,2312.507
3008.341,2330.213
3054.823,2347.12
3101.593,2363.212
3148.641,2378.474
3195.954,2392.893
3243.52,2406.453
3291.325,2419.142
3339.357,2430.946
3387.6,2441.854
3436.04,2451.854
3484.66,2460.935
3533.445,2469.088
3582.377,2476.303
3631.439,2482.573
3680.613,2487.891
3729.882,2492.25
3779.226,2495.645
3828.627,2498.073
3878.067,2499.531
3927.525,2500.018
6500.168,2500.018,"<-End Segment 2"
